release_date,numRatings,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10
2016-08-30,27,twin_stick_shooter,rogue_lite,indie,female_protagonist,early_access,action,adventure,,,
2016-09-05,20,vr,simulation,space,,,,,,,
2016-11-21,84,shoot_em_up,arcade,indie,anime,bullet_hell,female_protagonist,cute,action,,
2016-06-22,125,indie,sci_fi,walking_simulator,mystery,story_rich,adventure,,,,
2016-06-09,41,bullet_time,indie,singleplayer,time_manipulation,comedy,bullet_hell,sci_fi,action,fps,first_person
2016-07-11,615,metroidvania,female_protagonist,underwater,X2d,platformer,great_soundtrack,puzzle,indie,adventure,action
2016-08-09,70,X4_player_local,indie,casual,local_multiplayer,fighting,action,multiplayer,,,
2016-09-14,80,isometric,rpg,indie,strategy,story_rich,fantasy,turn_based,adventure,,
2017-04-11,9709,spectacle_fighter,character_action_game,beat_em_up,female_protagonist,hack_and_slash,sexual_content,nudity,singleplayer,great_soundtrack,mature
2017-05-25,2687,bullet_time,mechs,arcade,character_action_game,sci_fi,third_person_shooter,singleplayer,fast_paced,futuristic,great_soundtrack
2016-04-20,119,twin_stick_shooter,shoot_em_up,indie,pixel_graphics,military,retro,bullet_hell,action,,
2016-12-02,10405,snowboarding,vr,sports,simulation,atmospheric,exploration,great_soundtrack,racing,singleplayer,co_op
2017-03-06,36491,co_op,stealth,third_person_shooter,military,singleplayer,online_co_op,strategy,atmospheric,pvp,open_world
2016-06-21,47,dark_comedy,indie,horror,comedy,psychological_horror,adventure,,,,
2016-05-10,314,rpgmaker,detective,surreal,indie,atmospheric,story_rich,rpg,choices_matter,mystery,historical
2016-05-24,29,real_time_tactics,indie,strategy,tower_defense,great_soundtrack,pixel_graphics,action,,,
2016-09-02,38,vr,casual,,,,,,,,
2016-04-14,226,casual,indie,racing,action,multiplayer,,,,,
2016-05-27,34,casual,indie,puzzle,adventure,,,,,,
2016-04-27,19,casual,action,,,,,,,,
2016-04-22,633,psychological_horror,indie,horror,gore,nudity,platformer,anime,atmospheric,sexual_content,great_soundtrack
2017-02-16,174,indie,story_rich,adventure,,,,,,,
2016-05-25,118,horses,racing,early_access,simulation,rpg,massively_multiplayer,,,,
2016-10-06,105,match_3,indie,puzzle,cute,pixel_graphics,hacking,adventure,,,
2016-04-25,177,indie,music,difficult,great_soundtrack,memes,platformer,pixel_graphics,X2d,rhythm,action
2017-02-22,13,indie,action,,,,,,,,
2017-03-24,12,rpgmaker,casual,indie,rpg,strategy,anime,female_protagonist,exploration,story_rich,replay_value
2017-09-22,13,rpgmaker,party_based_rpg,nonlinear,rpg,casual,indie,simulation,strategy,nudity,female_protagonist
2016-08-26,78,rpgmaker,action_adventure,indie,rpg,strategy,story_rich,fantasy,episodic,action_rpg,action
2016-05-20,29,rpgmaker,casual,indie,rpg,adventure,,,,,
2017-01-19,26,X3d_platformer,co_op_campaign,puzzle_platformer,indie,co_op,level_editor,adventure,multiplayer,,
2016-04-14,106,twin_stick_shooter,vampire,rogue_lite,early_access,indie,co_op,rogue_like,horror,perma_death,bullet_hell
2018-03-15,64,vr,gore,indie,violent,fast_paced,action,fps,first_person,,
2016-11-03,1336,simulation,early_access,strategy,rpg,indie,casual,driving,singleplayer,realistic,racing
2016-06-10,46,indie,casual,platformer,action,adventure,,,,,
2016-07-07,101,card_game,casual,indie,strategy,early_access,adventure,,,,
2016-05-04,38,vr,indie,action,,,,,,,
2016-04-23,193,horror,indie,stealth,survival_horror,adventure,action,shooter,survival,multiplayer,
2016-10-10,1146,linear,strategy,simulation,indie,historical,resource_management,turn_based_strategy,management,puzzle,atmospheric
2016-05-13,771,rpgmaker,anime,rpg,nudity,indie,sexual_content,pixel_graphics,singleplayer,X2d,story_rich
2016-04-22,16,text_based,choose_your_own_adventure,indie,rpg,adventure,,,,,
2016-05-27,201,top_down_shooter,casual,strategy,simulation,tanks,action,,,,
2016-05-23,256,otome,visual_novel,nudity,romance,female_protagonist,dating_sim,simulation,sexual_content,casual,rpg
2016-04-18,52,rpgmaker,linear,rpg,indie,pixel_graphics,female_protagonist,story_rich,adventure,,
2016-07-13,339,early_access,indie,casual,tanks,action,,,,,
2017-01-02,364,indie,casual,platformer,difficult,action,adventure,,,,
2016-08-07,61,casual,indie,action,,,,,,,
2016-05-13,132,rpgmaker,real_time,indie,rpg,simulation,crafting,fantasy,survival_horror,atmospheric,action_rpg
2016-11-11,34,otome,indie,casual,visual_novel,female_protagonist,anime,great_soundtrack,romance,choices_matter,horror
2016-07-15,18,metroidvania,indie,pixel_graphics,platformer,adventure,,,,,
2016-04-12,2425,minimalist,indie,puzzle,casual,relaxing,great_soundtrack,singleplayer,,,
2016-04-29,71,indie,casual,strategy,puzzle,,,,,,
2016-08-23,30,indie,strategy,tower_defense,action,,,,,,
2016-05-05,167,indie,casual,platformer,,,,,,,
2016-04-27,367,indie,atmospheric,cyberpunk,adventure,,,,,,
2016-08-08,82,arcade,rpg,space,X2d,turn_based,sci_fi,atmospheric,comedy,singleplayer,strategy
2017-03-30,1883,X1980s,cats,detective,pixel_graphics,indie,retro,simulation,sexual_content,comedy,point_._click
2018-02-13,24,violent,early_access,indie,action,,,,,,
2016-04-28,104,vr,sports,casual,action,,,,,,
2016-04-20,492,casual,indie,puzzle,,,,,,,
2016-05-19,21,strategy,,,,,,,,,
2016-08-26,203,shoot_em_up,arcade,side_scroller,rogue_lite,dynamic_narration,early_access,indie,bullet_hell,pixel_graphics,X2d
2016-04-20,70,casual,indie,simulation,sports,strategy,,,,,
2016-08-11,19,indie,physics,,,,,,,,
2017-01-25,484,rogue_lite,rpg,indie,rogue_like,procedural_generation,dungeon_crawler,loot,early_access,X2d,great_soundtrack
2016-04-22,85,casual,puzzle,,,,,,,,
2017-12-14,93,turn_based_tactics,strategy,indie,turn_based,hex_grid,local_multiplayer,turn_based_strategy,post_apocalyptic,funny,multiplayer
2017-12-05,17,shoot_em_up,top_down_shooter,indie,difficult,action,shooter,,,,
2017-05-16,408,mars,space,crafting,early_access,massively_multiplayer,simulation,indie,rpg,strategy,building
2016-04-20,50,vr,casual,early_access,indie,massively_multiplayer,racing,simulation,sports,multiplayer,action
2016-12-06,28,vr,action,,,,,,,,
2016-04-28,13,time_management,strategy,casual,simulation,,,,,,
2018-10-09,33,martial_arts,sports,local_multiplayer,fighting,action,multiplayer,,,,
2016-12-08,98,indie,puzzle,pixel_graphics,X2d,adventure,,,,,
2017-08-30,29,sports,,,,,,,,,
2016-07-04,51,sports,simulation,,,,,,,,
2016-04-27,63,simulation,casual,indie,strategy,,,,,,
2017-07-25,4758,hand_drawn,party_based_rpg,great_soundtrack,interactive_fiction,stylized,story_rich,indie,visual_novel,rpg,sports
2016-11-29,6183,remake,controller,metroidvania,hack_and_slash,rpg,singleplayer,dark_fantasy,puzzle,violent,fantasy
2016-04-28,50,indie,simulation,strategy,,,,,,,
2016-08-22,42,controller,action_adventure,rogue_lite,indie,rpg,X2d,pixel_graphics,procedural_generation,co_op,rogue_like
2018-04-27,113,strategy,simulation,world_war_ii,war,grand_strategy,historical,indie,turn_based,military,moddable
2016-04-26,51,rpg,indie,platformer,adventure,action,,,,,
2016-04-26,500,arcade,villain_protagonist,casual,indie,singleplayer,platformer,atmospheric,family_friendly,funny,physics
2016-07-01,252,visual_novel,anime,rpg,nudity,casual,jrpg,strategy,story_rich,romance,mature
2016-04-28,153,massively_multiplayer,action,,,,,,,,
2016-04-21,245,noir,walking_simulator,casual,atmospheric,singleplayer,exploration,relaxing,indie,great_soundtrack,horror
2016-04-29,147,casual,indie,action,,,,,,,
2016-04-29,207,casual,indie,point_._click,adventure,,,,,,
2016-06-09,57,shoot_em_up,indie,bullet_hell,action,,,,,,
2016-05-03,137,indie,platformer,adventure,,,,,,,
2016-06-20,321,indie,casual,nudity,memes,point_._click,visual_novel,dating_sim,female_protagonist,singleplayer,adventure
2016-05-27,1950,arcade,side_scroller,indie,difficult,great_soundtrack,colorful,music,rhythm,singleplayer,casual
2016-12-14,113,turn_based_tactics,board_game,rpg,strategy,indie,turn_based,anime,turn_based_strategy,,
2018-12-06,213,rpg,simulation,strategy,gore,violent,turn_based,turn_based_strategy,adventure,,
2016-04-27,939,shoot_em_up,top_down_shooter,hand_drawn,indie,casual,simulation,funny,X2d,singleplayer,action
2016-05-11,430,metroidvania,minimalist,controller,silent_protagonist,action_adventure,indie,platformer,X2d,retro,singleplayer
2016-04-01,36,casual,early_access,strategy,indie,action,adventure,,,,
2016-06-06,1464,metroidvania,side_scroller,indie,female_protagonist,platformer,cyberpunk,X2d,sci_fi,singleplayer,rogue_like
2016-05-02,104,vr,indie,casual,atmospheric,,,,,,
2016-04-22,24,text_based,choose_your_own_adventure,indie,rpg,adventure,,,,,
2016-09-05,24,vr,early_access,rpg,indie,action,adventure,,,,
2016-05-30,36,indie,casual,anime,point_._click,puzzle,female_protagonist,,,,
2016-10-25,31,indie,strategy,horror,action,adventure,,,,,
2016-07-09,114,casual,indie,strategy,tower_defense,action,,,,,
2017-12-01,1224,strategy,simulation,early_access,management,indie,rts,singleplayer,survival,adventure,
2016-09-29,18,early_access,indie,action,,,,,,,
2016-06-01,170,shoot_em_up,indie,retro,action,,,,,,
2017-07-25,174,X3d_platformer,indie,parkour,female_protagonist,difficult,fast_paced,great_soundtrack,action,,
2016-04-29,119,casual,indie,puzzle,,,,,,,
2016-05-05,114,casual,indie,platformer,adventure,,,,,,
2016-07-05,61,alternate_history,strategy,early_access,rpg,indie,simulation,singleplayer,great_soundtrack,historical,pixel_graphics
2016-04-28,12,indie,platformer,adventure,action,,,,,,
2016-04-19,122,casual,funny,singleplayer,,,,,,,
2016-12-15,198,simulation,indie,rpg,horror,crafting,singleplayer,post_apocalyptic,atmospheric,early_access,survival
2017-02-20,20,rpgmaker,casual,indie,rpg,adventure,,,,,
2016-04-29,88,arena_shooter,early_access,indie,magic,action,competitive,fps,multiplayer,,
2016-05-19,402,indie,casual,simulation,strategy,puzzle,,,,,
2016-05-31,189,card_game,rogue_lite,indie,strategy,rpg,turn_based,turn_based_strategy,rogue_like,casual,singleplayer
2016-12-08,40,vr,casual,sports,action,,,,,,
2016-09-08,17,runner,score_attack,casual,indie,family_friendly,great_soundtrack,,,,
2017-09-26,5821,top_down_shooter,twin_stick_shooter,isometric,dystopian_,cyberpunk,great_soundtrack,indie,violent,gore,difficult
2016-09-19,14,casual,indie,action,,,,,,,
2016-06-14,114,visual_novel,anime,cute,adventure,,,,,,
2017-03-16,195,wargame,strategy,turn_based,indie,base_building,sci_fi,space,early_access,,
2016-06-20,13,indie,puzzle,adventure,,,,,,,
2017-05-18,267,tactical_rpg,rpg,indie,strategy,simulation,turn_based,anime,tactical,,
2016-04-25,68,hand_drawn,casual,indie,puzzle,singleplayer,colorful,family_friendly,relaxing,cute,top_down
2016-05-22,25,noir,detective,indie,rpg,visual_novel,point_._click,anime,adventure,crime,
2017-11-13,1622,hidden_object,controller,puzzle,story_rich,female_protagonist,atmospheric,point_._click,singleplayer,great_soundtrack,steampunk
2016-11-16,833,programming,game_development,strategy,massively_multiplayer,indie,rts,base_building,X2d,building,simulation
2017-09-13,754,space,indie,sci_fi,X2d,simulation,exploration,singleplayer,space_sim,story_rich,atmospheric
2016-04-22,13,text_based,choose_your_own_adventure,rpg,indie,adventure,,,,,
2016-11-30,34,vr,casual,puzzle,indie,,,,,,
2016-06-17,64,vr,casual,indie,walking_simulator,adventure,,,,,
2016-10-13,426,shoot_em_up,arcade,bullet_hell,anime,difficult,great_soundtrack,action,shooter,,
2016-07-19,58,nudity,visual_novel,anime,casual,violent,cute,adventure,,,
2016-12-15,43,visual_novel,anime,casual,violent,adventure,,,,,
2017-04-21,20,casual,indie,platformer,pixel_graphics,,,,,,
2018-12-12,26,racing,indie,blood,demons,horror,action,fps,first_person,,
2016-08-12,420,rogue_lite,rpg,indie,pixel_graphics,X2d,turn_based,dungeon_crawler,fantasy,procedural_generation,rogue_like
2016-04-30,14,hidden_object,casual,,,,,,,,
2016-11-18,40,casual,indie,racing,local_multiplayer,platformer,action,adventure,multiplayer,,
2016-06-30,17,rpgmaker,rpg,indie,story_rich,great_soundtrack,horror,female_protagonist,action,adventure,
2016-06-10,42,early_access,simulation,indie,building,physics,destruction,casual,funny,base_building,difficult
2016-04-29,198,arcade,stylized,action_adventure,puzzle_platformer,indie,platformer,pixel_graphics,X2d,singleplayer,retro
2017-01-16,235,sports,simulation,,,,,,,,
2017-01-19,402,turn_based_tactics,X4x,strategy,turn_based_strategy,indie,turn_based_combat,space,sci_fi,turn_based,
2016-05-02,33,local_co_op,casual,indie,adventure,,,,,,
2018-03-15,5550,mars,strategy,city_builder,space,simulation,base_building,sci_fi,singleplayer,building,resource_management
2017-02-15,11,board_game,X4_player_local,kickstarter,controller,crowdfunded,mouse_only,mythology,real_time_with_pause,indie,strategy
2016-07-12,249,puzzle_platformer,casual,indie,platformer,X2d,puzzle,singleplayer,exploration,pixel_graphics,atmospheric
2018-12-20,83,indie,rpg,space,action,,,,,,
2018-09-07,134,soundtrack,shoot_em_up,side_scroller,inventory_management,indie,X2d,singleplayer,character_customization,gun_customization,rpg
2016-08-22,67,early_access,indie,post_apocalyptic,singleplayer,atmospheric,casual,great_soundtrack,third_person_shooter,action,
2016-07-07,15,shoot_em_up,bullet_hell,action,,,,,,,
2016-05-02,95,indie,X2d,anime,female_protagonist,platformer,action,,,,
2016-09-08,43,mars,vr,simulation,indie,space,,,,,
2016-07-14,227,hidden_object,detective,surreal,casual,point_._click,female_protagonist,mystery,fantasy,horror,family_friendly
2016-08-10,75,detective,dynamic_narration,visual_novel,indie,casual,multiple_endings,narration,atmospheric,demons,horror
2016-06-22,21,indie,action,adventure,,,,,,,
2017-02-24,280,local_co_op,comic_book,rogue_lite,shoot_em_up,arcade,early_access,rogue_like,X2d,indie,platformer
2017-09-20,958,vr,vr_only,indie,gore,singleplayer,early_access,action,fps,shooter,first_person
2016-11-10,245,point_._click,mystery,singleplayer,puzzle,dark,fantasy,medieval,adventure,,
2016-05-03,25,abstract,experimental,vr,indie,animation_._modeling,cinematic,,,,
2016-05-19,51,strategy,classic,action,,,,,,,
2016-12-22,212,vr,indie,action,adventure,,,,,,
2016-04-27,36,vr,early_access,indie,simulation,adventure,action,,,,
2016-09-22,514,crpg,isometric,dark_humor,rpg,turn_based_combat,strategy,indie,space,sci_fi,early_access
2016-05-09,34,nudity,mature,dating_sim,rpg,indie,casual,anime,visual_novel,,
2016-08-02,43,rpg,anime,nudity,indie,action,,,,,
2017-03-24,647,baseball,sports,simulation,strategy,indie,management,,,,
2016-10-31,95,hockey,sports,strategy,simulation,indie,,,,,
2016-05-13,21,shoot_em_up,side_scroller,indie,,,,,,,
2016-07-21,110,hidden_object,casual,point_._click,puzzle,female_protagonist,singleplayer,X2d,atmospheric,family_friendly,fantasy
2016-07-12,17,strategy,hex_grid,world_war_ii,,,,,,,
2016-05-06,306,X3d_platformer,controller,puzzle_platformer,indie,robots,exploration,family_friendly,post_apocalyptic,cute,atmospheric
2016-08-01,439,vr,arcade,X1980s,basketball,on_rails_shooter,simulation,retro,casual,indie,sports
2016-08-31,103,X2d_fighter,arcade,fighting,X2d,anime,action,,,,
2016-09-28,39,arcade,X2d,pixel_graphics,action,,,,,,
2016-05-11,120,indie,platformer,atmospheric,adventure,,,,,,
2016-04-28,16,hidden_object,casual,horror,adventure,,,,,,
2016-06-11,11,hidden_object,casual,adventure,,,,,,,
2018-07-26,611,martial_arts,X2d_fighter,indie,casual,fighting,early_access,action,,,
2017-08-22,789,horror,survival_horror,indie,puzzle,psychological_horror,anime,atmospheric,singleplayer,dating_sim,adventure
2017-02-08,20,rpgmaker,indie,rpg,singleplayer,great_soundtrack,story_rich,X2d,adventure,,
2016-05-16,11,racing,simulation,sports,indie,casual,action,,,,
2016-08-16,12,indie,action,adventure,,,,,,,
2017-04-11,1194,party_based_rpg,isometric,crpg,tactical_rpg,philisophical,dungeons_._dragons,real_time_with_pause,rpg,story_rich,classic
2016-07-08,104,soundtrack,indie,great_soundtrack,platformer,X2d,short,action,adventure,,
2016-05-26,68,casual,indie,rpg,action,adventure,,,,,
2016-06-10,53,text_based,choose_your_own_adventure,interactive_fiction,indie,rpg,adventure,,,,
2016-11-11,29,indie,memes,difficult,action,adventure,,,,,
2016-05-12,94,hidden_object,casual,puzzle,point_._click,female_protagonist,singleplayer,X2d,atmospheric,family_friendly,fantasy
2016-05-27,2986,post_apocalyptic,atmospheric,walking_simulator,horror,indie,singleplayer,story_rich,survival_horror,exploration,dark
2016-12-20,41,vr,casual,indie,simulation,action,adventure,,,,
2018-03-07,14528,real_time,mythology,strategy,city_builder,resource_management,rts,medieval,simulation,indie,singleplayer
2016-05-11,20,rpgmaker,indie,rpg,,,,,,,
2016-06-08,331,casual,indie,strategy,tower_defense,cartoon,cartoony,,,,
2016-11-23,447,vr,horror,indie,adventure,action,first_person,,,,
2016-08-31,16,early_access,indie,platformer,action,,,,,,
2016-05-26,60,casual,strategy,dinosaurs,adventure,,,,,,
2016-05-21,139,indie,action,,,,,,,,
2016-05-30,168,casual,simulation,adventure,,,,,,,
2017-07-13,295,detective,indie,casual,visual_novel,female_protagonist,adventure,,,,
2016-05-29,53,shoot_em_up,indie,bullet_hell,pixel_graphics,retro,action,,,,
2016-05-18,65,puzzle_platformer,casual,indie,simulation,horror,adventure,,,,
2016-06-04,254,casual,indie,action,,,,,,,
2018-07-09,1694,simulation,indie,rpg,strategy,management,early_access,pixel_graphics,,,
2016-05-07,227,action,adventure,fps,,,,,,,
2016-08-25,67,rpg,strategy,anime,jrpg,nudity,turn_based,singleplayer,fantasy,female_protagonist,cute
2016-09-25,212,local_co_op,split_screen,arcade,experimental,intentionally_awkward_controls,real_time_tactics,racing,casual,indie,early_access
2016-05-12,211,indie,sci_fi,action,fps,shooter,,,,,
2016-06-02,44,casual,indie,puzzle,choices_matter,,,,,,
2016-05-16,289,casual,indie,puzzle,,,,,,,
2016-05-13,34,arcade,puzzle_platformer,stylized,platformer,indie,casual,X2d,singleplayer,retro,anime
2017-08-03,49,turn_based_tactics,tactical_rpg,strategy_rpg,strategy,indie,rpg,turn_based_strategy,dark_fantasy,fantasy,singleplayer
2016-10-27,33,casual,point_._click,puzzle,adventure,,,,,,
2016-05-09,62,rpgmaker,modern,indie,rpg,family_friendly,fantasy,retro,singleplayer,great_soundtrack,puzzle
2016-09-28,74,spelling,typing,word_game,mythology,indie,casual,rpg,puzzle,education,singleplayer
2016-05-19,34,rpg,indie,pixel_graphics,difficult,action,,,,,
2016-05-17,13,strategy,space,action,adventure,,,,,,
2016-05-04,533,casual,indie,strategy,puzzle,,,,,,
2016-06-03,256,indie,casual,singleplayer,,,,,,,
2017-10-05,31,vr,simulation,indie,early_access,space,action,,,,
2016-06-02,22,casual,,,,,,,,,
2017-04-28,15,X4_player_local,indie,casual,action,,,,,,
2016-08-03,19,simulation,early_access,indie,,,,,,,
2016-09-29,34,hidden_object,indie,casual,adventure,,,,,,
2016-05-26,788,politics,strategy,simulation,economy,political,grand_strategy,,,,
2017-06-15,288,indie,early_access,crafting,massively_multiplayer,nudity,simulation,co_op,online_co_op,pvp,building
2017-08-15,444,vr,gore,horror,rpg,violent,survival_horror,singleplayer,indie,early_access,psychological_horror
2018-03-06,135,casual,strategy,local_multiplayer,building,comedy,action,multiplayer,,,
2016-06-26,78,casual,indie,puzzle,,,,,,,
2017-03-21,63,X4_player_local,local_co_op,indie,casual,local_multiplayer,X2d,female_protagonist,classic,cult_classic,cute
2018-08-08,749,arena_shooter,indie,third_person_shooter,physics,funny,early_access,action,multiplayer,,
2016-05-22,114,indie,pixel_graphics,X2d,female_protagonist,platformer,action,,,,
2016-06-21,38,audio_production,vr,early_access,music,simulation,casual,relaxing,sandbox,,
2016-07-21,88,X4_player_local,swordplay,controller,beat_em_up,local_co_op,early_access,indie,local_multiplayer,physics,sports
2016-05-17,53,metroidvania,souls_like,indie,rpg,great_soundtrack,pixel_graphics,action,adventure,,
2016-05-15,492,female_protagonist,hack_and_slash,anime,nudity,indie,casual,mature,action,,
2016-05-20,223,shoot_em_up,casual,indie,space,rpg,bullet_hell,action,adventure,,
2016-06-02,4047,side_scroller,rogue_lite,turn_based_tactics,politics,mouse_only,rpg,indie,casual,simulation,strategy
2017-05-22,279,indie,simulation,adventure,survival,,,,,,
2016-09-09,113,indie,pixel_graphics,point_._click,adventure,,,,,,
2016-07-12,165,sports,massively_multiplayer,simulation,early_access,football,management,soccer,,,
2016-11-30,73,arcade,X4_player_local,sports,racing,indie,simulation,singleplayer,atmospheric,action,multiplayer
2016-10-19,18,vr,casual,indie,action,,,,,,
2017-05-30,63,board_game,strategy,casual,indie,,,,,,
2016-08-04,17,vr,early_access,indie,cyberpunk,action,adventure,,,,
2018-01-30,103,sailing,vr,naval,vr_only,simulation,sports,racing,pirates,exploration,family_friendly
2016-05-13,83,platformer,X2d,difficult,great_soundtrack,action,,,,,
2016-05-10,133,mini_golf,casual,,,,,,,,
2018-05-02,62,indie,action,multiplayer,shooter,,,,,,
2016-05-12,395,casual,indie,strategy,great_soundtrack,action,adventure,,,,
2016-09-02,87,philisophical,indie,walking_simulator,sci_fi,story_rich,female_protagonist,space,adventure,,
2018-09-18,44,X2d_fighter,beat_em_up,side_scroller,stylized,local_co_op,co_op_campaign,indie,local_multiplayer,fast_paced,fighting
2016-12-16,49,vr,indie,casual,simulation,strategy,action,,,,
2016-05-31,24,racing,indie,sports,action,,,,,,
2016-05-19,120,indie,action,multiplayer,fps,,,,,,
2016-05-23,142,vr,early_access,simulation,casual,space,education,science,adventure,,
2018-08-30,1317,fishing,arcade,simulation,sports,casual,singleplayer,realistic,online_co_op,early_access,relaxing
2016-08-16,142,inventory_management,indie,horror,survival_horror,atmospheric,realistic,singleplayer,action,adventure,
2017-04-01,33,racing,simulation,action,,,,,,,
2016-05-11,12,vr,casual,sports,,,,,,,
2017-11-20,1932,strategy,tower_defense,early_access,indie,fantasy,multiplayer,,,,
2017-04-20,974,vr,vr_only,simulation,funny,comedy,violent,indie,sci_fi,memes,sexual_content
2016-11-28,35,strategy,indie,X2d,turn_based,fantasy,turn_based_strategy,,,,
2017-07-06,255,tactical_rpg,party_based_rpg,rpg,indie,strategy,dungeon_crawler,turn_based,fantasy,dark_fantasy,adventure
2016-05-11,680,casual,indie,pixel_graphics,difficult,singleplayer,action,,,,
2017-01-30,453,minimalist,indie,casual,puzzle,great_soundtrack,action,adventure,,,
2018-01-18,5294,nsfw,local_co_op,sexual_content,nudity,comedy,memes,funny,mature,indie,local_multiplayer
2016-05-17,234,shoot_em_up,arcade,casual,retro,bullet_hell,,,,,
2016-05-23,16,logic,puzzle_platformer,game_development,strategy,indie,puzzle,time_travel,platformer,,
2016-09-22,574,text_based,programming,hacking,simulation,indie,massively_multiplayer,cyberpunk,puzzle,memes,rpg
2016-08-22,36,rpgmaker,indie,rpg,puzzle,story_rich,adventure,,,,
2016-06-10,109,soundtrack,shoot_em_up,arcade,world_war_i,stylized,wargame,indie,X2d,singleplayer,pixel_graphics
2018-05-31,38,indie,cyberpunk,stealth,action,,,,,,
2016-06-08,12,X4_player_local,local_co_op,casual,indie,local_multiplayer,great_soundtrack,,,,
2017-02-10,20,indie,walking_simulator,story_rich,short,,,,,,
2017-01-26,265,indie,violent,platformer,X2d,co_op,great_soundtrack,action,adventure,,
2017-01-03,4938,card_game,board_game,psychological,casual,family_friendly,strategy,co_op,funny,multiplayer,singleplayer
2016-09-14,1674,artificial_intelligence,text_based,dynamic_narration,indie,space,atmospheric,choices_matter,mystery,sci_fi,story_rich
2016-08-26,282,runner,arcade,experimental,indie,pixel_graphics,singleplayer,X2d,difficult,procedural_generation,atmospheric
2016-06-14,26,vr,early_access,indie,adventure,,,,,,
2016-12-08,46,indie,rpg,anime,dungeon_crawler,jrpg,X2d,turn_based_combat,singleplayer,turn_based,
2017-12-30,760,turn_based_tactics,tactical_rpg,superhero,strategy_rpg,early_access,strategy,casual,rpg,turn_based_combat,turn_based
2016-06-02,63,casual,indie,strategy,,,,,,,
2016-05-20,59,indie,strategy,platformer,action,adventure,,,,,
2016-11-17,41,sports,indie,action,,,,,,,
2016-07-15,31,X4_player_local,indie,racing,anime,local_multiplayer,adventure,action,,,
2016-09-08,14,vr,vr_only,casual,indie,action,adventure,,,,
2017-10-20,27,puzzle_platformer,indie,casual,pixel_graphics,puzzle,adventure,,,,
2016-06-03,59,racing,casual,indie,simulation,,,,,,
2016-06-13,657,simulation,early_access,story_rich,singleplayer,memes,,,,,
2016-10-18,421,simulation,building,destruction,singleplayer,sandbox,,,,,
2017-01-17,169,hand_drawn,indie,puzzle,,,,,,,
2017-12-01,687,isometric,rpg,stealth,cyberpunk,indie,hack_and_slash,singleplayer,action_rpg,post_apocalyptic,top_down
2016-08-24,23,vr,sports,casual,indie,,,,,,
2016-05-18,73,rome,simulation,strategy,casual,indie,,,,,
2016-06-25,52,nudity,anime,visual_novel,indie,simulation,mystery,casual,funny,mature,sexual_content
2016-10-26,477,top_down_shooter,twin_stick_shooter,indie,co_op,tower_defense,online_co_op,top_down,strategy,gore,violent
2016-06-17,43,simulation,strategy,indie,rpg,X2d,turn_based,pixel_graphics,turn_based_strategy,action_rpg,adventure
2017-03-08,15,top_down_shooter,early_access,indie,action,adventure,,,,,
2017-12-05,1278,local_co_op,X4_player_local,twin_stick_shooter,isometric,rpg,magic,co_op,online_co_op,fantasy,colorful
2016-05-24,59,X3d,atmospheric,great_soundtrack,casual,puzzle,indie,mystery,relaxing,point_._click,
2016-12-06,227,vr,simulation,multiplayer,,,,,,,
2017-09-01,59,metroidvania,controller,local_co_op,indie,X2d,platformer,action,adventure,shooter,
2016-10-13,22,racing,indie,sports,action,,,,,,
2017-03-13,81,artificial_intelligence,X4_player_local,local_co_op,controller,co_op_campaign,dark_humor,dynamic_narration,intentionally_awkward_controls,minimalist,satire
2016-06-10,74,rpgmaker,rpg,indie,casual,simulation,action,adventure,,,
2016-08-25,118,indie,puzzle,adventure,,,,,,,
2016-10-06,130,hidden_object,design_._illustration,indie,casual,pirates,story_rich,comedy,great_soundtrack,point_._click,adventure
2016-05-25,13,shoot_em_up,isometric,indie,bullet_hell,action,,,,,
2016-06-17,182,psychological,visual_novel,anime,mystery,atmospheric,story_rich,great_soundtrack,dark,singleplayer,cute
2016-06-10,68,casual,indie,action,,,,,,,
2016-06-14,107,parody_,indie,platformer,difficult,narration,funny,pixel_graphics,adventure,,
2016-06-14,592,casual,indie,visual_novel,anime,adventure,,,,,
2016-06-22,191,indie,strategy,rpg,turn_based,pixel_graphics,adventure,action,,,
2016-05-25,16,casual,indie,adventure,action,,,,,,
2016-05-14,61,shoot_em_up,casual,indie,action,adventure,,,,,
2016-05-14,178,casual,indie,strategy,puzzle,,,,,,
2017-04-07,210,arcade,local_co_op,puzzle_platformer,indie,great_soundtrack,platformer,pixel_graphics,X2d,difficult,fast_paced
2016-09-06,15,casual,adventure,,,,,,,,
2016-05-17,396,casual,strategy,tower_defense,indie,pixel_graphics,difficult,action,,,
2017-04-11,102,strategy,rpg,turn_based,sci_fi,,,,,,
2016-05-25,230,indie,simulation,horror,,,,,,,
2017-08-29,9678,martial_arts,swordplay,fighting,pvp,pve,indie,rpg,online_co_op,mmorpg,co_op
2016-06-09,538,indie,difficult,platformer,adventure,action,,,,,
2016-07-26,13,platformer,X2d,action,adventure,,,,,,
2016-10-19,163,casual,indie,simulation,strategy,,,,,,
2017-06-09,1171,sexual_content,nudity,visual_novel,anime,indie,casual,great_soundtrack,psychological_horror,dating_sim,adventure
2018-12-14,1259,racing,vr,indie,fast_paced,futuristic,sci_fi,early_access,retro,singleplayer,atmospheric
2018-05-15,13,indie,puzzle,X2d,singleplayer,casual,,,,,
